Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,All_Star
103,Jakob Junis,32,CLE,AL,0.9,4,1,0.8,2.97,57,0,9,0,0,0,66.2,64,24,22,5,18,2,55,4,0,0,274,141,3.45,1.23,8.6,0.7,2.4,7.4,3.06,No
104,Cole Henry,25,WSN,NL,0.3,1,2,0.333,4.27,57,0,13,0,0,2,52.2,43,27,25,7,32,1,52,11,1,2,241,97,5.34,1.424,7.3,1.2,5.5,8.9,1.63,No
105,Taylor Rogers*,34,2TM,NL,0.4,3,2,0.6,3.38,57,0,8,0,0,0,50.2,47,25,19,7,23,2,53,3,0,0,221,130,4.38,1.382,8.3,1.2,4.1,9.4,2.3,No
106,Drew Pomeranz*,36,CHC,NL,0.9,2,2,0.5,2.17,57,4,11,0,0,1,49.2,38,14,12,5,15,1,57,5,0,1,203,178,3.36,1.067,6.9,0.9,2.7,10.3,3.8,No
107,Mason Montgomery*,25,TBR,AL,-0.9,1,3,0.25,5.67,57,0,11,0,0,1,46,49,32,29,6,27,0,63,1,0,1,209,73,3.92,1.652,9.6,1.2,5.3,12.3,2.33,No
108,Tyler Ferguson,31,ATH,AL,0.2,4,2,0.667,4.66,56,0,10,0,0,2,58,43,32,30,4,34,2,54,4,0,1,246,90,4.14,1.328,6.7,0.6,5.3,8.4,1.59,No
109,Kyle Finnegan,33,2TM,2LG,1,4,4,0.5,3.47,56,0,38,0,0,24,57,45,24,22,4,18,2,55,1,0,6,229,120,3.12,1.105,7.1,0.6,2.8,8.7,3.06,No
110,Jorge Alcala,29,3TM,2LG,-1.1,0,2,0,6.22,56,0,20,0,0,0,55,66,44,38,13,30,1,61,1,2,6,257,68,5.68,1.745,10.8,2.1,4.9,10,2.03,No
111,Jos� Butt�,27,2TM,NL,0.4,5,3,0.625,3.9,55,0,9,0,0,1,67,62,31,29,4,32,2,58,2,1,3,284,104,3.7,1.403,8.3,0.5,4.3,7.8,1.81,No
112,Jacob Webb,31,TEX,AL,0.2,5,4,0.556,3,55,0,9,0,0,1,66,49,24,22,10,19,2,58,2,0,0,267,122,4.3,1.03,6.7,1.4,2.6,7.9,3.05,No
113,Juan Mejia,24,COL,NL,0.6,2,2,0.5,3.96,55,0,16,0,0,1,61.1,52,34,27,6,25,1,68,6,0,2,261,123,3.71,1.255,7.6,0.9,3.7,10,2.72,No
114,Mason Fluharty*,23,TOR,AL,0.1,5,2,0.714,4.44,55,0,7,0,0,1,52.2,36,28,26,6,24,4,56,2,0,1,215,97,3.97,1.139,6.2,1,4.1,9.6,2.33,No
115,Brennan Bernardino*,33,BOS,AL,0.4,4,3,0.571,3.14,55,3,12,0,0,1,51.2,39,23,18,1,26,5,43,3,0,3,224,132,3.41,1.258,6.8,0.2,4.5,7.5,1.65,No
116,Danny Coulombe*,35,2TM,AL,1.4,2,1,0.667,2.3,55,1,10,0,0,2,43,32,11,11,3,18,0,43,0,0,1,176,181,3.3,1.163,6.7,0.6,3.8,9,2.39,No
117,Spencer Bivens,31,SFG,NL,0.2,4,3,0.571,4,54,0,16,0,0,3,81,83,42,36,6,25,1,61,5,0,3,343,100,3.7,1.333,9.2,0.7,2.8,6.8,2.44,No
118,Tyler Phillips,27,MIA,NL,1.8,2,1,0.667,2.78,54,1,19,0,0,4,77.2,65,26,24,8,24,0,52,2,0,6,313,159,4.14,1.146,7.5,0.9,2.8,6,2.17,No
119,Brenan Hanifee,27,DET,AL,0,3,3,0.5,3,54,0,11,0,0,0,60,65,31,20,3,14,2,40,2,0,2,260,139,3.25,1.317,9.8,0.5,2.1,6,2.86,No
120,Justin Topa,34,MIN,AL,0.4,1,5,0.167,3.9,54,1,17,0,0,4,60,68,32,26,2,18,3,49,4,0,0,268,110,3.04,1.433,10.2,0.3,2.7,7.4,2.72,No
121,Andrew Kittredge,35,2TM,2LG,0.6,4,3,0.571,3.4,54,0,17,0,0,5,53,41,22,20,7,11,1,64,0,0,1,208,118,3.06,0.981,7,1.2,1.9,10.9,5.82,No
122,Daniel Palencia,25,CHC,NL,0.6,1,6,0.143,2.91,54,0,38,0,0,22,52.2,44,19,17,5,16,1,61,2,0,2,215,133,3.08,1.139,7.5,0.9,2.7,10.4,3.81,No
123,Tim Herrin*,28,CLE,AL,-0.2,5,4,0.556,4.85,54,0,4,0,0,0,42.2,37,23,23,5,30,2,45,6,0,2,194,87,5.08,1.57,7.8,1.1,6.3,9.5,1.5,No
124,Steven Matz*,34,2TM,2LG,0.9,5,2,0.714,3.05,53,2,4,0,0,2,76.2,73,31,26,8,11,0,59,2,0,3,309,136,3.46,1.096,8.6,0.9,1.3,6.9,5.36,No
125,Lake Bachar,30,MIA,NL,0.7,8,2,0.8,3.93,53,1,12,0,0,3,71,55,34,31,10,30,3,75,3,0,5,296,112,4.25,1.197,7,1.3,3.8,9.5,2.5,No
126,Matt Brash,27,SEA,AL,1,1,3,0.25,2.47,53,0,8,0,0,4,47.1,41,15,13,4,18,2,58,2,0,0,199,154,3.05,1.246,7.8,0.8,3.4,11,3.22,No
127,Tyler Alexander*,30,2TM,2LG,-0.4,5,14,0.263,4.98,52,5,12,0,0,1,97.2,107,62,54,9,30,5,82,2,2,1,423,84,3.64,1.403,9.9,0.8,2.8,7.6,2.73,No
128,Huascar Brazob�n,35,NYM,NL,0.6,5,2,0.714,3.57,52,3,6,0,0,2,63,51,29,25,6,27,1,57,4,0,2,262,113,4.04,1.238,7.3,0.9,3.9,8.1,2.11,No
129,Luke Jackson,33,3TM,AL,-0.6,2,5,0.286,4.06,52,0,28,0,0,9,51,41,30,23,4,28,5,38,3,0,0,219,94,4.49,1.353,7.2,0.7,4.9,6.7,1.36,No
130,Victor Vodnik,25,COL,NL,1.8,4,3,0.571,3.02,52,0,31,0,0,10,50.2,45,19,17,4,26,2,49,0,0,4,215,162,3.77,1.401,8,0.7,4.6,8.7,1.88,No
131,Braydon Fisher,24,TOR,AL,1.4,7,0,1,2.7,52,1,12,0,0,0,50,32,15,15,4,19,1,62,3,0,0,202,159,3.02,1.02,5.8,0.7,3.4,11.2,3.26,No
132,Taylor Clarke,32,KCR,AL,1,1,1,0.5,3.25,51,0,15,0,0,1,55.1,38,20,20,8,9,0,44,1,0,5,206,127,3.97,0.849,6.2,1.3,1.5,7.2,4.89,No
133,Anthony Bender,30,MIA,NL,1.9,3,5,0.375,2.16,51,0,12,0,0,4,50,32,13,12,3,21,2,42,2,0,1,204,205,3.62,1.06,5.8,0.5,3.8,7.6,2,No
134,John King*,30,STL,NL,-0.3,2,1,0.667,4.66,51,0,15,0,0,0,48.1,65,30,25,8,14,0,28,0,0,3,222,89,5,1.634,12.1,1.5,2.6,5.2,2,No
137,Kirby Yates,38,LAD,NL,-0.5,4,3,0.571,5.23,50,0,15,0,0,3,41.1,38,26,24,9,17,0,52,1,0,1,178,80,4.76,1.331,8.3,2,3.7,11.3,3.06,No
138,Fernando Cruz,35,NYY,AL,0.3,3,4,0.429,3.56,49,0,4,0,0,2,48,33,21,19,5,24,0,72,3,0,5,200,115,3.18,1.188,6.2,0.9,4.5,13.5,3,No
139,Kaleb Ort,33,HOU,AL,-0.1,2,2,0.5,4.89,49,0,17,0,0,1,46,35,26,25,8,27,1,49,0,0,2,194,86,5.03,1.348,6.8,1.6,5.3,9.6,1.81,No
140,Jordan Romano,32,PHI,NL,-1.7,2,4,0.333,8.23,49,0,14,0,0,8,42.2,45,40,39,10,17,1,47,3,1,0,187,54,5.39,1.453,9.5,2.1,3.6,9.9,2.76,No
141,Chris Martin,39,TEX,AL,-0.1,2,6,0.25,2.98,49,0,10,0,0,2,42.1,43,18,14,6,8,3,43,1,0,2,174,124,3.58,1.205,9.1,1.3,1.7,9.1,5.38,No
142,Brad Lord,25,WSN,NL,1.5,5,10,0.333,4.34,48,19,2,0,0,0,130.2,126,65,63,17,43,0,108,3,0,1,546,95,4.23,1.293,8.7,1.2,3,7.4,2.51,No
